policy_id,segment_id,first_party_collection_use,third_party_sharing_collection,user_choice_control,user_access_edit_deletion,data_retention,data_security,policy_change,do_not_track,international_specific_audiences,other
1089,6,yes,yes,no,no,no,no,no,no,no,no
414,5,yes,yes,no,no,no,no,no,no,no,no
940,15,yes,yes,no,no,no,no,no,no,no,no
1259,2,yes,yes,yes,yes,no,yes,yes,no,yes,yes
453,11,yes,no,no,no,no,no,no,no,no,no
746,12,yes,no,no,no,no,no,no,no,no,no
186,29,no,yes,no,no,no,no,no,no,no,yes
1713,75,no,no,yes,yes,no,no,no,no,yes,no
1034,0,no,no,no,no,no,no,yes,no,no,yes
1419,27,no,yes,no,no,no,no,no,no,no,no
1636,15,no,yes,no,no,no,no,no,no,no,no
26,27,yes,no,no,no,no,no,no,no,no,no
584,2,yes,no,yes,no,no,no,no,no,no,no
1468,39,yes,yes,yes,no,no,no,no,no,no,no
1206,11,yes,no,no,yes,no,yes,no,no,no,no
186,10,yes,no,no,no,no,no,no,no,no,no
652,44,no,yes,yes,no,no,no,no,no,yes,no
200,31,no,no,no,yes,no,no,no,no,yes,no
325,3,no,no,yes,no,no,no,no,no,no,yes
207,32,no,yes,yes,yes,yes,no,yes,no,no,no
940,92,no,no,no,yes,no,no,no,no,no,no
58,23,no,yes,yes,no,no,no,no,no,no,no
1089,13,no,yes,yes,no,no,no,no,no,no,no
531,46,no,yes,no,no,no,no,no,no,no,yes
807,3,yes,no,no,no,no,no,no,no,no,no
144,8,no,yes,no,no,no,no,no,no,no,no
26,13,yes,yes,no,no,no,no,no,no,no,no
98,12,yes,no,no,no,no,no,no,no,no,no
686,39,yes,no,yes,no,no,no,no,no,no,no
303,40,no,no,yes,no,no,no,no,no,no,yes
359,11,yes,no,no,no,no,no,no,no,no,no
1470,18,no,no,no,no,no,no,no,no,no,yes
517,64,no,no,yes,no,no,no,no,no,no,no
856,1,yes,no,no,no,no,no,no,no,no,no
1539,26,no,no,no,no,no,no,yes,no,no,no
1498,25,no,no,yes,no,no,no,no,no,no,no
531,30,no,no,no,no,no,no,yes,no,no,no
1261,8,yes,no,yes,no,no,no,no,no,no,yes
1050,53,yes,no,no,no,no,no,yes,no,no,yes
70,44,no,yes,no,no,no,no,no,no,no,no
891,13,yes,yes,no,no,no,no,no,no,no,yes
1708,27,no,yes,no,no,no,no,no,no,no,no
1252,0,no,no,no,no,no,no,no,no,no,yes
105,28,no,no,no,no,no,no,no,no,yes,yes
1017,5,yes,no,no,no,no,no,no,no,no,no
453,3,no,no,no,no,no,no,yes,no,no,no
33,30,no,no,no,no,no,no,no,no,no,yes
1636,35,no,yes,yes,no,no,no,no,no,no,yes
1106,22,no,no,no,yes,no,no,no,no,no,yes
1666,22,yes,no,yes,no,no,no,no,no,no,no
962,7,no,no,yes,no,no,no,no,no,no,yes
559,18,no,no,yes,yes,no,no,no,no,yes,no
58,6,yes,no,no,no,no,no,no,no,no,no
453,52,no,yes,no,no,no,yes,no,no,no,no
359,39,no,yes,yes,no,no,no,no,no,yes,yes
898,5,yes,no,no,no,no,no,no,no,no,no
228,14,no,yes,yes,no,no,no,no,no,no,no
186,27,no,yes,no,no,no,yes,no,no,yes,no
394,41,no,yes,yes,yes,no,no,no,no,no,yes
686,36,yes,yes,no,no,yes,no,no,no,no,no
1028,39,no,yes,no,no,no,no,no,no,no,no
1666,28,no,yes,yes,no,no,no,no,no,no,no
20,30,yes,no,yes,no,no,no,yes,no,no,no
20,10,no,yes,yes,no,no,no,no,no,no,no
359,38,no,yes,yes,no,no,no,no,no,yes,no
1636,47,yes,no,no,no,no,no,no,no,yes,no
453,44,no,no,no,no,no,no,no,no,no,yes
1259,30,no,yes,yes,no,no,yes,no,no,no,no
962,48,no,no,no,no,yes,no,no,no,no,no
686,7,yes,yes,no,no,no,no,no,no,no,no
1205,7,no,no,no,no,no,no,yes,no,no,no
1618,15,yes,no,no,no,no,no,no,no,no,no
1306,11,no,no,yes,no,no,no,no,no,no,no
517,12,no,no,no,no,no,no,no,no,no,yes
1089,1,yes,yes,no,no,no,no,no,no,no,yes
453,49,yes,yes,no,no,no,no,no,no,no,no
1300,14,yes,no,no,no,no,no,no,no,no,yes
1028,29,yes,yes,yes,no,no,no,no,no,no,no
481,5,yes,no,yes,no,no,no,no,no,no,no
414,17,no,no,no,no,no,no,no,no,no,yes
1099,25,no,yes,yes,no,no,no,no,no,no,no
1582,11,no,yes,yes,no,no,yes,no,no,no,no
26,9,yes,yes,no,no,no,no,no,no,no,no
70,14,no,no,no,no,no,no,no,no,no,yes
21,22,no,no,no,no,no,yes,no,no,no,no
21,9,no,yes,no,no,no,no,no,no,no,no
591,32,yes,yes,no,yes,yes,no,no,no,no,no
207,29,yes,no,no,no,no,no,no,no,yes,no
453,6,no,no,no,no,no,no,yes,no,no,no
523,9,yes,no,no,no,yes,no,no,no,no,no
1673,19,no,no,yes,no,no,no,no,no,no,no
1683,15,yes,yes,no,no,no,no,no,no,no,no
1300,80,no,no,yes,no,no,no,no,no,no,no
591,13,yes,yes,no,no,no,no,no,no,no,no
1106,35,no,no,no,no,no,no,no,no,no,yes
303,43,yes,yes,no,no,yes,no,no,no,no,no
1300,78,no,no,yes,no,no,no,no,no,no,no
1582,12,no,yes,no,no,no,no,no,no,no,no
1618,2,yes,no,no,no,no,no,no,no,no,no
20,26,no,no,no,no,no,yes,no,no,yes,yes
133,21,no,no,yes,no,no,no,no,no,no,no
414,2,yes,no,no,no,no,no,no,no,no,no
1610,10,yes,yes,no,no,no,yes,no,no,no,no
962,25,yes,no,no,no,no,no,no,no,no,no
1713,70,no,no,no,yes,no,no,no,no,no,no
1666,15,yes,yes,no,no,no,no,no,no,no,yes
541,9,no,no,yes,no,no,no,no,no,no,no
481,14,no,no,yes,yes,no,no,no,no,no,no
303,19,no,yes,no,no,no,no,no,yes,no,no
1034,18,no,yes,no,no,no,no,no,no,no,no
93,7,yes,no,no,no,no,no,no,no,no,no
70,45,yes,yes,yes,no,no,no,no,no,no,no
1708,10,no,yes,yes,no,no,no,no,no,no,no
93,24,no,yes,no,no,no,no,no,no,no,no
348,30,yes,no,yes,no,no,no,no,no,no,no
744,21,no,no,no,no,no,no,no,no,yes,no
1206,1,no,no,no,no,no,no,no,no,no,yes
531,44,no,no,no,no,no,no,no,no,no,yes
1468,1,yes,no,no,no,no,no,no,no,yes,yes
652,43,no,no,yes,yes,no,no,no,no,no,no
1419,3,no,no,no,no,no,no,yes,no,no,no
70,60,no,yes,yes,no,no,no,no,no,no,no
70,55,yes,yes,no,no,no,no,no,no,no,no
746,19,no,yes,no,no,no,no,no,no,no,no
586,17,yes,no,no,no,no,no,no,no,no,no
70,2,yes,yes,yes,no,no,no,yes,no,no,no
744,10,no,yes,no,no,no,no,no,no,no,no
320,5,yes,no,no,no,no,no,no,no,no,no
1610,17,no,yes,yes,no,no,no,no,no,no,no
1300,39,no,no,yes,no,no,no,no,no,no,no
453,66,no,yes,yes,no,no,no,no,no,no,no
807,6,no,no,no,no,no,yes,no,no,no,no
1106,38,yes,yes,yes,no,no,no,no,no,no,yes
523,1,yes,no,yes,no,no,no,no,no,no,no
58,7,yes,yes,no,no,no,no,no,no,no,no
1028,8,no,yes,no,no,no,no,no,no,no,no
175,3,yes,no,yes,no,no,no,no,no,no,no
1636,5,yes,yes,no,no,no,no,no,no,no,no
1034,19,no,yes,no,no,no,no,no,no,no,no
26,51,no,no,yes,no,no,no,no,no,no,no
627,21,no,no,no,no,no,no,no,no,no,yes
202,8,yes,yes,no,no,yes,yes,no,no,no,no
1083,26,no,no,yes,no,no,no,no,no,no,no
1264,9,yes,yes,no,no,yes,no,no,no,no,no
58,15,no,no,no,no,no,no,no,yes,no,no
1694,29,no,no,yes,no,no,no,no,no,no,no
940,43,no,no,no,no,no,no,no,no,no,yes
1713,74,no,no,yes,no,no,no,no,no,yes,no
453,67,no,no,no,no,no,yes,no,no,no,no
1694,27,no,no,no,yes,no,no,no,no,no,no
1106,1,yes,yes,no,no,no,no,no,no,no,yes
1713,59,yes,no,no,no,no,no,no,no,no,no
453,102,no,no,no,no,no,no,no,no,no,yes
453,99,no,no,no,no,no,no,no,no,no,yes
1539,14,no,no,yes,yes,no,no,no,no,no,no
1694,17,no,no,no,no,no,no,no,no,no,yes
359,22,yes,no,no,no,no,yes,no,no,no,no
1539,4,yes,yes,no,no,no,no,no,no,no,no
26,60,no,yes,yes,no,no,no,no,no,no,no
58,4,no,yes,no,no,no,no,no,no,no,no
1224,1,yes,yes,no,no,no,no,no,no,no,yes
1618,30,no,no,no,no,no,yes,no,no,no,no
1306,7,yes,yes,no,no,no,no,no,no,no,no
907,0,yes,no,yes,no,no,yes,no,no,yes,no
1582,27,yes,no,no,no,no,no,no,no,no,no
82,14,yes,no,no,no,no,no,no,no,no,no
1468,56,no,no,no,no,no,no,no,no,yes,no
591,18,yes,no,no,no,no,no,yes,no,no,no
1106,30,yes,yes,no,no,no,no,no,no,no,no
394,11,yes,no,no,no,no,no,no,no,no,no
1683,22,no,no,yes,yes,no,no,no,no,no,yes
940,64,no,no,yes,no,no,no,no,no,no,yes
1070,4,yes,yes,no,no,no,no,no,no,no,no
1694,5,no,no,no,no,no,no,no,no,no,yes
33,16,yes,no,no,no,no,no,no,no,no,no
1637,6,no,no,no,no,no,no,no,no,no,yes
1545,3,no,no,no,no,no,no,yes,no,no,no
642,7,yes,no,yes,no,no,no,no,no,no,no
20,28,no,no,no,no,no,yes,no,no,no,no
348,54,no,no,no,no,no,no,no,no,no,yes
202,17,no,no,yes,no,no,no,no,no,no,no
627,15,no,no,no,no,no,no,no,yes,no,no
325,18,no,no,no,yes,no,no,no,no,yes,no
1360,12,no,no,no,no,no,yes,no,no,no,no
200,6,yes,no,no,no,no,no,no,no,no,yes
1545,10,yes,no,no,no,no,no,no,no,no,no
1089,17,no,yes,no,no,no,no,no,no,no,no
686,24,no,no,yes,yes,yes,no,no,no,no,no
331,3,no,no,no,no,no,no,no,no,yes,no
807,29,no,no,no,no,no,yes,no,no,no,no
200,41,no,yes,yes,no,no,no,no,no,no,no
1636,13,yes,no,no,no,no,no,no,no,no,no
1224,7,yes,no,no,no,no,no,no,no,no,no
1582,14,yes,no,yes,yes,no,no,no,no,no,no
33,51,no,no,yes,yes,yes,no,no,no,no,no
907,5,no,yes,yes,no,no,yes,no,no,yes,no
1259,37,no,no,no,no,no,yes,no,no,no,no
517,18,no,yes,no,no,no,no,no,no,no,no
940,60,no,no,yes,yes,no,no,no,no,no,no
26,64,yes,no,yes,yes,no,yes,no,no,yes,no
228,12,no,yes,no,no,no,no,no,no,no,yes
1683,0,yes,no,no,no,no,no,no,no,no,yes
1261,1,yes,yes,yes,no,no,no,no,no,no,no
1470,13,yes,no,no,no,no,no,no,no,no,no
144,10,no,yes,no,no,no,no,no,no,no,no
817,4,no,no,yes,no,no,no,no,no,no,no
1050,24,yes,no,yes,no,no,no,no,no,no,no
453,73,no,no,yes,no,no,no,no,no,no,no
1468,50,no,no,no,yes,no,no,no,no,no,no
807,18,no,no,no,no,no,no,no,no,no,yes
940,17,yes,no,no,no,no,no,no,no,no,no
586,2,yes,no,no,no,no,no,no,no,no,yes
652,41,no,no,no,no,no,no,no,no,yes,no
1106,12,yes,yes,no,no,no,no,no,no,no,no
228,5,no,yes,no,no,no,no,no,no,no,yes
20,17,no,yes,yes,no,no,no,no,no,no,no
58,34,no,yes,yes,no,no,no,no,no,no,no
348,60,no,no,no,no,no,no,yes,no,no,no
228,24,no,no,no,no,no,no,yes,no,no,no
503,7,yes,yes,yes,no,no,no,no,no,no,yes
1510,38,no,yes,no,no,no,no,yes,no,no,no
33,54,no,yes,no,no,no,no,no,no,yes,no
453,32,no,no,no,no,no,no,no,no,no,yes
559,21,yes,no,yes,no,no,no,no,no,no,no
1637,14,no,no,no,no,no,no,no,no,no,no
541,11,no,no,no,no,no,no,yes,no,no,no
394,31,no,yes,no,no,no,no,no,no,no,no
541,3,no,yes,no,no,no,no,no,no,yes,no
591,37,no,no,no,no,no,yes,no,no,no,no
200,12,yes,yes,yes,no,no,no,no,yes,no,no
1694,8,yes,no,no,no,no,no,no,no,no,no
1300,37,no,yes,yes,no,no,no,no,no,no,no
541,4,no,yes,no,no,no,yes,no,no,yes,no
348,7,yes,no,no,no,no,no,no,no,no,yes
1261,3,yes,yes,yes,no,no,yes,no,no,no,no
453,51,yes,no,no,no,no,no,no,no,no,no
348,15,yes,no,no,no,no,no,no,no,no,no
144,15,yes,no,no,no,no,no,no,no,no,no
394,19,no,yes,no,no,no,no,no,no,no,no
70,54,no,yes,yes,no,no,no,no,no,no,no
59,6,no,yes,no,no,no,no,no,no,no,no
1498,4,yes,yes,no,no,no,no,no,no,no,no
1070,26,no,yes,no,no,no,no,no,no,yes,no
26,44,no,yes,no,no,no,no,no,no,no,no
481,16,no,no,no,no,no,no,yes,no,no,no
1713,14,no,yes,yes,no,no,no,no,no,no,no
940,48,no,yes,no,no,no,no,no,no,no,no
33,48,no,no,yes,no,no,no,no,no,no,yes
1259,27,yes,yes,no,no,no,no,no,no,no,no
21,11,no,no,yes,no,no,no,no,no,no,no
962,40,no,no,yes,yes,no,no,no,no,no,yes
1713,3,no,no,no,no,no,no,yes,no,no,yes
517,53,no,no,no,yes,no,no,no,no,no,no
359,21,yes,yes,no,no,no,no,no,no,no,no
202,25,no,no,yes,no,no,no,no,no,no,no
962,14,yes,no,yes,no,no,no,no,no,yes,no
807,9,yes,no,no,no,no,no,no,no,no,no
135,19,no,yes,yes,no,no,no,no,no,no,no
58,33,yes,yes,yes,no,no,no,no,yes,no,no
856,14,yes,no,no,no,no,no,no,no,no,yes
200,17,no,yes,no,no,no,no,no,no,no,no
807,15,no,no,no,no,no,no,no,no,no,yes
1300,31,no,yes,no,no,no,no,no,no,no,no
20,34,no,no,no,no,no,no,no,no,no,yes
1259,31,no,yes,yes,no,no,no,no,no,no,no
686,3,no,yes,no,no,no,no,no,no,no,no
348,1,yes,no,no,no,no,no,no,no,no,yes
898,6,yes,yes,no,no,no,no,no,no,no,no
82,45,no,no,yes,no,no,no,no,no,no,yes
1300,79,no,no,yes,no,no,no,no,no,no,no
348,36,yes,no,yes,no,no,no,no,no,no,no
1636,11,yes,yes,no,no,no,no,no,no,no,no
453,60,no,yes,no,no,no,no,no,no,no,no
627,6,no,yes,no,no,no,no,no,no,no,no
21,3,no,no,no,no,no,no,no,no,no,yes
207,5,yes,no,no,no,no,no,no,no,no,no
